,address,birthdate,blood_group,company,job,mail,name,phone,residence,sex,ssn,username,website
543,"д. Владивосток, ул. Городская, д. 13, 023741",2000-06-06,0+,Орехов,Оператор вооружения,trofimovandron@mail.ru,Лебедева Акулина Тарасовна,+7 859 138 7001,"д. Луховицы, ул. Челюскинцев, д. 09, 777430",F,430315630584,ogorbacheva,"['https://www.ao.info/', 'https://rao.info/', 'http://www.ao.ru/']"
544,"п. Батайск, ул. Монтажников, д. 34, 450112",2017-09-21,A-,АО «Одинцова»,Таксист,zrogova@mail.ru,Лукина Антонина Олеговна,+7 (068) 576-95-64,"д. Урус-Мартан, ул. Одесская, д. 32, 144618",F,998330529969,nekrasovkuzma,"['https://www.ip.org/', 'http://www.npo.biz/', 'http://www.ip.biz/']"
545,"г. Сковородино, ул. Родниковая, д. 85, 332016",1993-12-09,B+,Герасимов,Гирудотерапевт,fade71@hotmail.com,Новиков Демид Измаилович,+7 (714) 260-0469,"ст. Нефтеюганск, ул. Сахалинская, д. 33, 365444",M,111642298409,haritonovaevgenija,"['http://www.ip.info/', 'http://ip.ru/', 'https://npo.ru/']"
546,"к. Нижний Новгород, ул. Коминтерна, д. 99, 744690",2004-08-25,B+,"АО «Гришин, Рябов и Дорофеев»",Авиационный техник,lapinvladislav@gmail.com,Карпов Станимир Устинович,+7 (929) 545-7136,"к. Краснотурьинск, ул. Одесская, д. 77, 723500",M,953493828262,ygusev,['https://ao.info/']
547,"п. Сальск, ул. 60 лет СССР, д. 07, 545735",1983-12-02,B-,НПО «Лыткин Ковалев»,Гомеопат,hribakova@gmail.com,тов. Карпова Ангелина Ждановна,+7 259 753 08 50,"ст. Старая Русса, ул. Первомайская, д. 54, 148509",F,164655310625,juvenali2012evgeni_1970,"['https://www.drozdov.info/', 'https://www.rao.com/', 'http://www.rao.info/', 'http://npo.org/']"
548,"п. Северодвинск, ул. Энергетическая, д. 11, 369493",1984-04-23,A+,ИП «Сидорова Гаврилова»,Эндоскопист,qsitnikova@rambler.ru,Беспалова Фёкла Андреевна,+7 (504) 958-5702,"г. Новокузнецк, ул. Ключевая, д. 21, 708616",F,009789469989,glafira46,"['http://npo.info/', 'http://www.kondratev.info/', 'https://www.rao.edu/']"
549,"с. Серафимович, ул. Главная, д. 71, 626482",2009-07-08,0+,"АО «Егоров, Фомин и Константинов»",Ювелир,rbelousov@mail.ru,Григорьев Прохор Евсеевич,+7 (206) 859-30-69,"ст. Нерчинск, ул. Приозерная, д. 34, 646786",M,593183365187,foti07,"['http://ip.ru/', 'https://www.npo.org/']"
550,"п. Бийск, ул. Проезжая, д. 62, 427568",1973-09-18,B+,"РАО «Григорьев, Некрасова и Шестакова»",Радист,margarita76@hotmail.com,Чернов Иннокентий Игоревич,+7 231 034 39 98,"д. Усть-Ордынский, ул. 60 лет Октября, д. 60, 459220",M,545180391539,zaharovadarja,"['https://rao.com/', 'http://www.ao.org/', 'http://www.ip.edu/', 'https://ip.com/']"
551,"г. Междуреченский, ул. Рябиновая, д. 51, 978574",1978-08-27,A-,НПО «Назарова Кондратьев»,Лётчик,hohlovadarja@yahoo.com,Пономарева Кира Геннадьевна,+7 752 945 1478,"г. Кемерово, ул. 50 лет ВЛКСМ, д. 33, 910992",F,012220204909,stanimirmiheev,"['http://rao.biz/', 'https://ip.ru/']"
552,"клх Вендинга, ул. Выгонная, д. 17, 231675",2006-03-11,A+,АО «Шестакова Ковалева»,Юрист,mechislav_00@yahoo.com,Власов Родион Феоктистович,+7 851 373 4129,"г. Хасавюрт, ул. Мелиоративная, д. 85, 601442",M,510192282410,uvarovfoti,"['https://www.ao.info/', 'https://ao.net/']"
553,"г. Холмск, ул. Цветочная, д. 14, 666105",1976-02-04,B-,"НПО «Баранов, Сысоева и Горбачева»",Священнослужитель,trofimovsvjatopolk@hotmail.com,Бобылева Анна Леоновна,+7 (600) 151-6657,"д. Клин, ул. Целинная, д. 60, 952624",F,121576877351,ekozlov,"['http://ip.ru/', 'http://www.ip.net/', 'https://www.ip.biz/']"
554,"ст. Одинцово, ул. Элеваторная, д. 43, 748619",2017-04-05,B-,Галкин,Драпировщик,stanislav_64@rambler.ru,Юдин Болеслав Гертрудович,+7 150 912 00 05,"клх Тулпан, ул. Енисейская, д. 87, 974862",M,882133108518,golubevvissarion,"['http://blohina.ru/', 'https://www.rao.net/']"
555,"ст. Северобайкальск, ул. Жуковского, д. 47, 897077",2003-10-24,0+,РАО «Русакова Абрамов»,Программист,pestovadrian@mail.ru,Красильников Ким Матвеевич,+7 167 700 8094,"клх Мокшан, ул. Сибирская, д. 02, 089200",M,991739933341,emeljanovmilovan,"['https://rao.net/', 'https://rao.net/', 'https://www.rao.net/']"
556,"д. Шахты, ул. Кузнецкая, д. 82, 824996",2017-07-26,AB-,ИП «Романова Белякова»,Астрохимик,voronovavasilisa@rambler.ru,Лебедев Ипат Борисович,+7 159 058 85 94,"клх Черкесск, ул. Калинина, д. 80, 428118",M,205912547719,nikiforovamarfa,"['https://www.rao.edu/', 'https://www.rao.org/']"
557,"д. Дербент, ул. Революционная, д. 43, 996802",1972-01-15,A+,НПО «Крюков»,Пулемётчик,veronika10@yahoo.com,Сысоева Любовь Григорьевна,+7 409 970 3692,"ст. Липецк, ул. Нахимова, д. 19, 235640",F,821970665680,ladislav33,"['https://ip.com/', 'http://www.ao.net/', 'https://www.rao.com/', 'https://npo.net/']"
558,"п. Рубцовск, ул. Добролюбова, д. 52, 120971",1975-02-10,B-,АО «Козлов-Ларионов»,Киномеханик,davidovpantelemon@hotmail.com,тов. Исаков Сигизмунд Вилорович,+7 (574) 306-8041,"к. Каргополь, ул. 50 лет Победы, д. 12, 115596",M,782937197867,savelevagalina,"['https://www.ao.biz/', 'http://www.ip.net/']"
559,"клх Выборг, ул. Сенная, д. 00, 701113",1981-02-06,B+,"АО «Аксенова, Якушев и Дементьева»",Автоэлектрик,krasilnikovaglafira@mail.ru,Давыдов Георгий Еремеевич,+7 (820) 712-9341,"г. Губкин, ул. Седова, д. 59, 831473",M,274546980543,fokinmiroslav,"['https://ao.com/', 'http://rao.com/', 'https://npo.info/']"
560,"д. Кировск (Ленин.), ул. Студенческая, д. 61, 600804",1990-01-31,B+,РАО «Новикова-Сидоров»,Травматолог,volkovaangelina@yahoo.com,Калашникова Акулина Оскаровна,+7 316 331 4634,"к. Смирных, ул. Железнодорожная, д. 50, 040115",F,182922731888,taras1982venedikt_2016,"['https://www.npo.biz/', 'https://miheeva.ru/']"
561,"ст. Грозный, ул. Бульварная, д. 42, 084345",1998-02-28,A-,"АО «Соболев, Мясникова и Филиппова»",Пульмонолог,dementevalora@yahoo.com,Семенова Фаина Кирилловна,+7 242 254 05 07,"к. Карпинск, ул. Восточная, д. 33, 731292",F,339300664992,makar_49,['http://rao.biz/']
562,"д. Далматово, ул. Коминтерна, д. 91, 986601",1983-06-23,0+,Дорофеев,Литейщик,guljaevaksenija@hotmail.com,Гурьев Лазарь Герасимович,+7 (964) 974-92-82,"д. Ессентуки, ул. Буденного, д. 99, 556707",M,515985278109,aandreeva,"['http://www.ip.net/', 'http://www.gordeeva.org/', 'http://rao.ru/']"
563,"д. Объячево, ул. Крылова, д. 50, 917815",1999-10-30,0-,Капустин,Начальник склада,vitali_87@gmail.com,Костин Радислав Жоресович,+7 975 579 3093,"к. Балашов, ул. Камская, д. 91, 316999",M,139485406454,potapovmilan,['https://solovev.biz/']
564,"к. Дивногорск, ул. Прохладная, д. 75, 993489",1984-02-25,0-,Павлов,Снайпер,alla2011kazimir_1994@yahoo.com,Кузнецова Прасковья Феликсовна,+7 (152) 024-42-14,"к. Кырен, ул. Заовражная, д. 67, 896258",F,897216525788,wlavrenteva,"['http://www.rao.ru/', 'http://www.npo.info/']"
565,"п. Лазаревское, ул. Почтовая, д. 84, 043370",1986-01-23,B+,РАО «Осипов-Кошелева»,Кардиохирург,rsorokin@yahoo.com,Кириллов Дмитрий Ильич,+7 475 453 46 71,"с. Шатура, ул. Овражная, д. 81, 889612",M,226413807175,uzatseva,"['https://www.ip.edu/', 'https://ip.ru/', 'https://www.ao.info/', 'https://www.volkov.org/']"
566,"ст. Углегорск, ул. Тульская, д. 42, 856703",1977-01-22,A-,НПО «Князев Исаков»,Дерматолог,antoninkopilov@rambler.ru,Лапина Виктория Ивановна,+7 546 446 19 13,"д. Касимов, ул. Дальневосточная, д. 93, 670272",F,670196503388,dalekseev,"['https://www.ip.net/', 'http://ip.org/', 'http://www.ip.org/']"
567,"к. Петушки, ул. Бажова, д. 56, 119049",1975-09-18,B+,ИП «Чернов Хохлова»,Топограф,valerjanmedvedev@hotmail.com,Шубина Людмила Игоревна,+7 393 183 6904,"клх Светлогорск (Калин.), ул. Свободы, д. 45, 757252",F,407732567445,grigorevparamon,['https://www.ao.net/']
568,"п. Апшеронск, ул. Орджоникидзе, д. 86, 955692",1989-05-28,A+,АО «Зимина»,Андролог,uljan_27@yandex.ru,Хохлова Прасковья Кузминична,+7 (259) 859-0821,"к. Далматово, ул. Кленовая, д. 03, 761720",F,979842333574,nazarovinnokenti,"['https://npo.ru/', 'http://www.npo.edu/']"
569,"с. Кущевская, ул. Солнечная, д. 84, 970403",1973-07-15,AB+,"АО «Игнатова, Трофимова и Стрелков»",Плотник,sidorovmaksimiljan@rambler.ru,Соловьева Раиса Вадимовна,+7 (028) 975-2783,"ст. Ростов-на-Дону, ул. Блюхера, д. 37, 531565",F,462908776170,gennadi_21,"['http://ao.net/', 'http://npo.net/', 'http://ip.biz/', 'https://ip.info/']"
570,"г. Печора, ул. Есенина, д. 43, 367799",2008-02-10,A+,ИП «Новикова»,Табунщик,kalininfeliks@hotmail.com,Новикова Пелагея Игоревна,+7 923 284 2125,"клх Новокузнецк, ул. Новоселов, д. 37, 304144",F,036057127187,lobanovazoja,"['https://www.rao.ru/', 'http://zikova.info/', 'http://www.sorokina.com/', 'https://www.ip.net/']"
571,"д. Двинской, ул. Мельничная, д. 68, 600112",2001-03-25,B+,РАО «Прохоров»,Уборщик,korolevsilvestr@gmail.com,Харитонова Евпраксия Леонидовна,+7 (191) 141-93-94,"клх Колпашево, ул. Спартака, д. 14, 360979",F,660454009588,sdmitriev,"['http://rao.edu/', 'http://komissarov.com/', 'https://www.npo.info/']"
572,"с. Петухово, ул. Маяковского, д. 93, 000708",2007-03-03,A+,АО «Наумов Блохина»,Подводник,sidorovadarja@yandex.ru,Трофимов Будимир Марсович,+7 248 967 00 74,"д. Ангарск, ул. Балтийская, д. 86, 824138",M,934823595298,dzinovev,"['https://rao.edu/', 'https://npo.edu/', 'https://ao.net/', 'http://npo.org/']"
573,"г. Плесецк, ул. Коминтерна, д. 78, 837252",1972-01-16,B-,"НПО «Гущина, Павлов и Зыкова»",Администратор базы данных,avde1984venedikt_1978@rambler.ru,Ильин Эраст Юльевич,+7 206 555 46 35,"п. Кировск (Ленин.), ул. Дальняя, д. 07, 500112",M,108610147845,nikonovavarvara,"['http://rao.biz/', 'http://ao.org/']"
574,"клх Ноябрьск, ул. Труда, д. 37, 347702",1974-04-24,A+,ИП «Селиверстова»,Инженер-системотехник,ikirillov@yahoo.com,Попова Надежда Николаевна,+7 058 371 80 52,"ст. Кущевская, ул. Детская, д. 12, 012255",F,103025917923,valeri_24,"['https://npo.org/', 'http://bogdanov.ru/', 'http://www.ip.net/', 'http://www.npo.edu/']"
575,"д. Южно-Курильск, ул. Макарова, д. 60, 709240",2009-05-26,B-,ИП «Тарасова»,Токсиколог,rozhkovataisija@mail.ru,Сазонов Пров Харлампьевич,+7 575 584 41 86,"с. Канск, ул. Алтайская, д. 32, 422658",M,147226371485,nikandrterentev,['https://ip.biz/']
576,"клх Мостовской, ул. Космическая, д. 54, 041118",1972-08-26,AB-,АО «Ермаков Сафонова»,Юрисконсульт,lapinroman@yandex.ru,Фокина Клавдия Филипповна,+7 900 010 72 75,"клх Талдом, ул. Победа, д. 15, 291133",F,230484387222,anzhela_67,"['https://www.chernova.net/', 'http://www.npo.info/', 'http://www.nikitina.com/', 'http://ao.edu/']"
577,"клх Псебай, ул. Северная, д. 55, 442671",1974-10-12,B+,НПО «Никонов»,Заточник,nmironov@gmail.com,Исакова Таисия Болеславовна,+7 804 688 08 85,"г. Тутаев, ул. О.Кошевого, д. 28, 189347",F,802612810310,jakub_91,"['http://www.ao.ru/', 'http://www.vladimirova.edu/']"
578,"к. Клин, ул. Лазурная, д. 21, 749535",2004-10-27,B+,ИП «Игнатова-Русакова»,Психиатр,evgenija67@mail.ru,Блохина Анастасия Кирилловна,+7 460 479 5045,"ст. Каргополь, ул. Мусы Джалиля, д. 82, 652651",F,088480489408,sigizmund_79,['http://ao.edu/']
579,"клх Вендинга, ул. Весенняя, д. 77, 923171",2005-01-27,A+,"РАО «Фомичева, Яковлева и Меркушев»",Пластический хирург,ostromir2014longin_1979@mail.ru,тов. Гущина Анна Евгеньевна,+7 (102) 071-58-90,"п. Ноглики, ул. Высокая, д. 75, 535278",F,253747737928,orehovagalina,['http://npo.com/']
580,"к. Белоярский, ул. 9 Мая, д. 78, 735828",1991-02-06,0-,ИП «Егорова»,Промышленный альпинист,juri2012ivan_1973@mail.ru,Колобова Наина Петровна,+7 (046) 881-03-82,"п. Невельск, ул. Ветеранов, д. 64, 556918",F,784342127984,etimofeev,['http://www.ip.biz/']
581,"д. Славянск-на-Кубани, ул. Мичурина, д. 62, 558652",2002-04-22,AB-,Некрасов,Балерина,dzinovev@rambler.ru,Фадеева Вера Леоновна,+7 612 951 9954,"д. Армавир, ул. Ивановская, д. 27, 662816",F,082147900330,luka15,"['http://npo.info/', 'https://rao.ru/', 'https://rao.org/', 'http://ip.com/']"
582,"ст. Каменск-Шахтинский, ул. Ульянова, д. 30, 806228",1993-08-22,AB-,"ИП «Боброва, Попова и Филатов»",Хирург,feoktist_29@rambler.ru,Архипова Александра Руслановна,+7 (601) 623-9602,"г. Губкин, ул. Прудовая, д. 09, 663710",F,409058448005,artemevadarja,"['http://www.ip.biz/', 'http://www.nazarova.net/']"
583,"п. Усть-Илимск, ул. Тургенева, д. 17, 816003",2011-03-21,A+,Кошелев,Специалист по стрижке овец,matveevnarkis@rambler.ru,Исаков Георгий Димитриевич,+7 132 374 4286,"к. Катайск, ул. Энгельса, д. 83, 705473",M,535508544164,ershovvladlen,"['http://www.ip.edu/', 'https://ao.com/', 'http://www.denisov.ru/']"
584,"ст. Урай, ул. Транспортная, д. 10, 645963",2005-03-02,B-,ИП «Аксенов Турова»,Нарколог,ilinamos@yahoo.com,Голубев Рюрик Гавриилович,+7 132 427 76 03,"ст. Бреды, ул. Светлая, д. 96, 327217",M,805355949960,moiseevpahom,"['https://www.ip.com/', 'http://ip.org/']"
585,"к. Ульяновск, ул. Ручейная, д. 28, 833550",2001-08-11,AB-,"АО «Лаврентьева, Захарова и Харитонов»",Метранпаж,sorokinaagafja@mail.ru,Лыткина Антонина Матвеевна,+7 384 889 85 26,"г. Тамбей, ул. Гоголя, д. 13, 720956",F,306418596046,erastblohin,"['http://www.npo.edu/', 'http://www.rao.biz/']"
586,"с. Коломна, ул. Кузнецова, д. 34, 294708",1990-03-01,0-,РАО «Князев Алексеева»,Санитар,vorobevinnokenti@yahoo.com,Белозерова Евпраксия Ждановна,+7 (410) 930-67-89,"с. Печора, ул. Суворова, д. 51, 365025",F,197269986544,ckozlov,"['http://mihalov.info/', 'https://www.turova.info/', 'http://www.ao.net/', 'https://www.lukin.edu/']"
587,"к. Охотск, ул. 70 лет Октября, д. 93, 124061",1981-12-13,B+,РАО «Третьяков»,Кабельщик,feoktist29@gmail.com,Савельев Ратмир Георгиевич,+7 882 392 77 61,"клх Оленек, ул. Кошевого, д. 60, 577204",M,288969956089,tvorimir97,"['http://www.npo.com/', 'https://www.rao.org/']"
588,"с. Бронницы, ул. Монтажников, д. 77, 420587",2004-12-02,AB+,ИП «Савельев»,Мусорщик,zaharovaalina@yandex.ru,Бирюков Богдан Архипович,+7 188 735 3418,"клх Кизляр, ул. Степная, д. 13, 809827",M,251524813384,bronislavkarpov,"['http://ao.org/', 'https://ip.com/', 'http://www.ip.edu/', 'https://www.rao.biz/']"
589,"г. Ноябрьск, ул. Авиационная, д. 50, 974259",1990-01-30,A-,РАО «Казакова»,Декоратор,faina_67@rambler.ru,Доронина Феврония Эльдаровна,+7 082 959 2924,"п. Курганинск, ул. Заречная, д. 59, 708094",F,609668351383,lidija_67,"['http://www.rao.edu/', 'https://www.ao.com/', 'http://rao.edu/']"
590,"г. Южноуральск, ул. Смоленская, д. 06, 122842",1988-01-19,A+,Моисеев,Кондуктор,onufrikonovalov@yandex.ru,Журавлев Иларион Филиппович,+7 340 703 77 91,"к. Усть-Кулом, ул. Чернышевского, д. 05, 457642",M,914174330981,ippolit1970ustin_2001,"['http://www.rao.com/', 'https://ao.org/', 'https://rao.info/']"
591,"с. Старый Оскол, ул. Новоселов, д. 52, 734399",1998-10-25,AB-,"ИП «Григорьева, Николаев и Уварова»",Ботаник,evgrafarhipov@rambler.ru,Кононова Зоя Даниловна,+7 970 593 75 44,"к. Чебаркуль, ул. Ангарская, д. 09, 268249",F,475265027478,blinovaviktorija,['http://www.ip.ru/']
592,"к. Яр-Сале, ул. Зои Космодемьянской, д. 88, 210195",2001-04-26,A+,НПО «Степанов-Михеев»,Военно-полевой хирург,zsuvorov@rambler.ru,Орлова Ираида Руслановна,+7 (750) 835-65-89,"клх Ханты-Мансийск, ул. Смоленская, д. 05, 983343",F,512888219385,narkis_74,"['https://www.rao.com/', 'https://ao.ru/']"
593,"ст. Долинск, ул. Чайкиной, д. 63, 823643",2002-03-08,0-,АО «Лебедева»,Инженер-системотехник,miheevsila@gmail.com,Горшкова Фёкла Леонидовна,+7 (371) 452-6249,"клх Арзамас, ул. Тельмана, д. 07, 305164",F,643257842060,lihachevkuzma,"['https://ip.net/', 'https://www.rao.edu/', 'http://www.abramov.org/']"
594,"к. Ногинск (Моск.), ул. Азовская, д. 82, 508908",2009-08-03,A+,РАО «Евсеев Матвеев»,Химик-технолог,tribakov@mail.ru,Журавлев Викторин Арсеньевич,+7 (083) 643-9417,"с. Кежма, ул. Кольцова, д. 46, 255063",M,105716263533,osipbirjukov,"['http://rao.com/', 'https://rao.info/']"
595,"п. Когалым, ул. Крымская, д. 13, 078671",1989-12-01,A-,Дмитриев,Лоцман,kudrjavtsevaljubov@rambler.ru,Михайлов Азарий Захарьевич,+7 500 463 95 71,"с. Палана, ул. Уральская, д. 18, 263108",M,099213434190,denisovelise,['http://medvedev.ru/']
596,"п. Нефтекамск, ул. Жукова, д. 68, 171179",1986-04-13,0-,РАО «Кондратьев-Блинов»,Нотариус,kalashnikovnatan@yahoo.com,Никифоров Ерофей Всеволодович,+7 316 461 52 62,"п. Верхний Уфалей, ул. Щетинкина, д. 87, 594643",M,013557750376,hsazonov,"['https://simonov.org/', 'http://rao.edu/', 'http://www.npo.net/']"
597,"г. Мураши, ул. Луговая, д. 92, 628232",2001-08-14,AB-,"АО «Гаврилова, Зиновьева и Логинов»",Гепатолог,gkarpova@yandex.ru,Крылов Станислав Юлианович,+7 993 279 43 88,"клх Александровск, ул. Ильича, д. 22, 898791",M,159085378975,grigori09,['http://rao.info/']
598,"с. Красноселькуп, ул. Молодежная, д. 43, 976624",1971-12-03,AB-,"АО «Ширяев, Цветкова и Емельянова»",Коммерческий директор,varlaam_37@hotmail.com,Жукова Ксения Геннадиевна,+7 (005) 954-97-22,"клх Лысьва, ул. Томская, д. 71, 225790",F,015870781445,juvenalishilov,"['http://www.baranov.ru/', 'http://www.konovalov.org/']"
599,"с. Чайковский, ул. Дальневосточная, д. 56, 950579",2000-10-17,B+,НПО «Яковлев»,Эпидемиолог,iosif94@hotmail.com,Казакова Любовь Аркадьевна,+7 616 662 9542,"п. Александров, ул. Коммунаров, д. 69, 481935",F,344626271857,samuil2013gorde_1974,"['http://www.ao.net/', 'https://ao.org/', 'https://ao.net/']"
600,"с. Раменское, ул. Торговая, д. 74, 436836",2003-05-06,A+,Павлова,Генетик,romangolubev@hotmail.com,Колобова Анна Сергеевна,+7 092 156 35 71,"клх Оса, ул. Волочаевская, д. 25, 246303",F,271295891835,roman_32,['https://www.sitnikov.org/']
601,"с. Кемерово, ул. Бригадная, д. 05, 286623",2000-02-15,B-,"АО «Кудрявцев, Гордеева и Моисеев»",Писатель,ladislav_06@yahoo.com,Жданова Ия Болеславовна,+7 (916) 970-45-64,"п. Приморско-Ахтарск, ул. Солнечная, д. 73, 302767",F,600947390109,gerasimovserafim,"['http://rao.com/', 'https://ip.info/', 'http://petrova.biz/']"
602,"г. Апрелевка, ул. Дачная, д. 00, 864331",1999-09-17,A-,РАО «Силин Александрова»,Журналист,ermakovfortunat@yandex.ru,Фокина Валерия Олеговна,+7 (022) 745-8418,"ст. Чегем, ул. Партизанская, д. 19, 513467",F,938581360905,xbeljaev,"['https://www.rao.ru/', 'https://rao.org/', 'http://www.ao.com/', 'https://www.ao.edu/']"
603,"клх Тулпан, ул. Маркса, д. 83, 129539",2010-05-08,0-,РАО «Мамонтова Дьячкова»,Борт-радист,nikiforovarkadi@rambler.ru,Федотов Станислав Григорьевич,+7 (934) 231-75-58,"к. Саратов, ул. Крымская, д. 50, 614951",M,580448928459,terentevlazar,['https://ao.net/']
604,"клх Луга, ул. Олимпийская, д. 89, 599813",2012-08-05,B-,ИП «Воронцов-Панфилова»,Автоэлектрик,demjan1979danila_2003@rambler.ru,Бобров Арсений Тарасович,+7 (755) 448-73-15,"г. Чегем, ул. Мелиораторов, д. 76, 209457",M,069111160403,solovevpanfil,"['http://rao.biz/', 'http://npo.edu/', 'http://npo.ru/']"
605,"с. Североморск, ул. Серафимовича, д. 32, 413698",2009-01-02,A-,"РАО «Шестакова, Чернов и Турова»",Военно-полевой хирург,ynovikov@hotmail.com,Пестова Синклитикия Семеновна,+7 (744) 353-3963,"клх Славянск-на-Кубани, ул. Беляева, д. 62, 526284",F,467022350233,kirillovernest,"['http://www.npo.net/', 'https://ao.ru/']"
606,"клх Ершов, ул. Дорожная, д. 95, 317017",2004-11-21,0+,РАО «Бобылева-Суханова»,Фельдшер,ljubov2012evgeni_2003@rambler.ru,Поляков Виктор Яковлевич,+7 (342) 158-3352,"г. Камышин, ул. Родниковая, д. 14, 008261",M,424481203876,solovevaivanna,['http://shashkov.org/']
607,"клх Северо-Курильск, ул. Коммунистическая, д. 90, 360571",2015-03-02,AB+,Фомичев,Мусорщик,aleksandr1981anatoli_2016@yahoo.com,Кудряшова Фёкла Даниловна,+7 301 305 23 03,"п. Ведено, ул. Войкова, д. 38, 220964",F,696467317075,emmanuilveselov,"['https://ao.edu/', 'https://npo.ru/', 'https://npo.net/']"
608,"к. Оренбург, ул. 40 лет Победы, д. 95, 997361",1991-04-06,AB+,НПО «Прохорова-Степанова»,Донкерман,ljubomir_11@yandex.ru,Кудрявцева Светлана Яковлевна,+7 (405) 992-7065,"с. Орехово-Зуево, ул. Раздольная, д. 01, 938703",F,416349977129,filaret55,"['http://ip.com/', 'https://npo.info/', 'http://golubeva.biz/']"
609,"клх Геленджик, ул. Прудная, д. 02, 608116",1971-09-09,AB-,Воронов,Эндоскопист,nosovsvjatoslav@yahoo.com,Терентьев Евлампий Терентьевич,+7 152 507 9850,"д. Ноябрьск, ул. Зеленая, д. 24, 029464",M,321712670962,romanovserafim,"['https://tsvetkova.org/', 'https://www.rao.com/', 'https://ao.ru/', 'http://rao.net/']"
610,"клх Шуя, ул. Проезжая, д. 48, 659464",1996-11-14,A-,НПО «Афанасьев»,Геодезист,veselovizot@rambler.ru,Савельев Амвросий Артурович,+7 (580) 298-0485,"г. Петушки, ул. Весенняя, д. 60, 662986",M,322364452590,bikovjanuari,"['https://npo.ru/', 'https://www.npo.biz/', 'https://rao.org/']"
611,"ст. Печенга, ул. Гагарина, д. 75, 059621",1982-04-03,AB+,Константинов,Трейдер,radovan_32@gmail.com,Мясникова Евпраксия Богдановна,+7 (305) 585-3256,"клх Пенза, ул. Марта 8, д. 68, 723001",F,020616372694,silinterenti,"['http://rao.info/', 'http://www.osipov.org/', 'https://www.npo.org/', 'https://rao.biz/']"
612,"г. Тула, ул. Володарского, д. 23, 906513",1989-12-07,B-,РАО «Зыкова»,Учёный,paramon77@yandex.ru,Белоусова Раиса Егоровна,+7 (067) 595-7647,"клх Приморско-Ахтарск, ул. Толстого, д. 36, 496042",F,180968051031,silinporfiri,"['http://ao.edu/', 'http://ip.info/']"
613,"клх Бреды, ул. Победа, д. 14, 994384",2016-02-22,0+,Селиверстов,Бондарь,kirillilin@rambler.ru,Туров Владимир Демьянович,+7 021 982 79 81,"д. Нефедова, ул. Клубная, д. 89, 640861",M,132476660297,prokl2011ernest_1989,"['http://rao.com/', 'http://blinov.org/', 'http://www.npo.edu/']"
614,"к. Нижневартовск, ул. Красногвардейская, д. 61, 282456",2012-12-12,AB+,Воробьева,Археолог,pimen_10@yahoo.com,Воронова Александра Макаровна,+7 348 754 59 89,"с. Ельня, ул. Тепличная, д. 65, 187560",F,958210937435,yshchukina,['http://npo.net/']
615,"д. Жигулевск, ул. Тургенева, д. 90, 806523",2005-09-10,AB+,"ИП «Ситникова, Логинова и Константинова»",Сомнолог,avtonompopov@mail.ru,Харитонов Ермил Анисимович,+7 901 742 6296,"к. Великий Устюг, ул. Пугачева, д. 95, 548945",M,046319192813,roman_20,['https://www.rogova.info/']
616,"г. Гремячинск (Бурят.), ул. Саратовская, д. 34, 476360",1999-12-15,B-,"РАО «Волков, Шашков и Родионова»",Кардиохирург,bronislav_48@hotmail.com,Сысоева Раиса Викторовна,+7 (924) 471-39-58,"с. Енисейск, ул. Бульварная, д. 22, 571041",F,186421249515,panfilovkonstantin,"['http://rao.ru/', 'https://www.ao.info/', 'http://www.davidova.com/', 'http://www.ip.org/']"
617,"г. Минеральные Воды, ул. Волочаевская, д. 62, 186530",1971-11-26,B-,ИП «Коновалова Тимофеева»,Изобретатр,gorbachevalukija@rambler.ru,Петрова Лидия Кузминична,+7 (997) 501-54-28,"к. Партизанск, ул. Пригородная, д. 08, 296771",F,104233416461,erast_57,"['https://www.seleznev.info/', 'https://npo.ru/']"
618,"к. Беломорск, ул. Павлова, д. 95, 437383",2000-07-09,AB+,ИП «Носова Федотова»,Токарь-карусельщик,alina25@rambler.ru,Архипова Любовь Геннадиевна,+7 (068) 431-8923,"д. Шарья, ул. Котовского, д. 78, 915190",F,096716762303,mina_31,['http://ao.net/']
619,"с. Колпашево, ул. Магистральная, д. 83, 674059",1984-01-26,B+,АО «Мясникова»,Стрелочник,demjangorbachev@yahoo.com,Быкова Вера Аркадьевна,+7 600 240 4718,"д. Юровск, ул. Степная, д. 10, 853563",F,314027563932,wkoshelev,"['http://ao.biz/', 'https://www.npo.com/', 'https://npo.ru/', 'https://www.rao.net/']"
620,"г. Новороссийка, ул. К.Маркса, д. 72, 870656",1986-06-11,0+,РАО «Ларионов»,Киномеханик,gromovkim@rambler.ru,Соловьева Виктория Аскольдовна,+7 301 715 53 48,"г. Карабудахкент, ул. Больничная, д. 84, 044138",F,690612767380,timofeevaelena,"['http://npo.com/', 'http://npo.org/']"
621,"п. Великие Луки, ул. Тамбовская, д. 26, 231937",1978-07-01,0-,РАО «Савельева-Григорьев»,Штурман,martin1980vjacheslav_2007@rambler.ru,Яковлева Акулина Ждановна,+7 (064) 818-16-32,"ст. Белореченск, ул. Вахитова, д. 69, 702685",F,714458681332,potapovkir,['http://www.ip.biz/']
